;<hmm name>;;;
#=ID;MHC_II_alpha;(Pfam);MHC_II_alpha_LIG_2-0;(PLoS_CB_2010)
#=ID;MHC_II_alpha;(Pfam);MHC_II_alpha_LIG_2-6;(PLoS_CB_2010)
#=ID;MHC_II_alpha;(Pfam);MHC_II_alpha_LIG_2-80;(PLoS_CB_2010)
#=ID;MitMem_reg;(Pfam);MitMem_reg_LIG_49-0;(PLoS_CB_2010)
#=ID;Ank_2;(Pfam);Ank_2_LIG_3-0;(PLoS_CB_2010)
#=ID;Ank_2;(Pfam);Ank_2_LIG_3-1;(PLoS_CB_2010)
#=ID;Ank_2;(Pfam);Ank_2_LIG_3-3;(PLoS_CB_2010)
#=ID;DSPn;(Pfam);DSPn_LIG_1-0;(PLoS_CB_2010)
#=ID;EF-hand_7;(Pfam);EF-hand_7_LIG_8-1;(PLoS_CB_2010)
#=ID;EF-hand_7;(Pfam);EF-hand_7_LIG_8-0;(PLoS_CB_2010)
#=ID;EF-hand_7;(Pfam);EF-hand_7_LIG_8-3;(PLoS_CB_2010)
#=ID;EF-hand_7;(Pfam);EF-hand_7_LIG_8-5;(PLoS_CB_2010)
#=ID;Recep_L_domain;(Pfam);Recep_L_domain_LIG_0-0;(PLoS_CB_2010)
#=ID;Recep_L_domain;(Pfam);Recep_L_domain_LIG_0-1;(PLoS_CB_2010)
#=ID;NTF2;(Pfam);NTF2_LIG_2-0;(PLoS_CB_2010)
#=ID;NTF2;(Pfam);NTF2_LIG_2-10;(PLoS_CB_2010)
#=ID;NTF2;(Pfam);NTF2_LIG_2-2;(PLoS_CB_2010)
#=ID;Ephrin_lbd;(Pfam);Ephrin_lbd_LIG_0-0;(PLoS_CB_2010)
#=ID;Ephrin_lbd;(Pfam);Ephrin_lbd_LIG_0-1;(PLoS_CB_2010)
#=ID;Ion_trans;(Pfam);Ion_trans_LIG_6-0;(PLoS_CB_2010)
#=ID;MRG;(Pfam);MRG_LIG_0-0;(PLoS_CB_2010)
#=ID;Ribosomal_L13e;(Pfam);Ribosomal_L13e_LIG_1-0;(PLoS_CB_2010)
#=ID;Ribosomal_L13e;(Pfam);Ribosomal_L13e_LIG_1-4;(PLoS_CB_2010)
#=ID;EB1;(Pfam);EB1_LIG_2-1;(PLoS_CB_2010)
#=ID;EB1;(Pfam);EB1_LIG_2-0;(PLoS_CB_2010)
#=ID;EB1;(Pfam);EB1_LIG_2-2;(PLoS_CB_2010)
#=ID;Kelch_1;(Pfam);Kelch_1_LIG_0-2;(PLoS_CB_2010)
#=ID;Kelch_1;(Pfam);Kelch_1_LIG_0-0;(PLoS_CB_2010)
#=ID;Ribosomal_L19;(Pfam);Ribosomal_L19_LIG_0-0;(PLoS_CB_2010)
#=ID;Ribosomal_L19;(Pfam);Ribosomal_L19_LIG_0-4;(PLoS_CB_2010)
#=ID;Ribosomal_L19;(Pfam);Ribosomal_L19_LIG_0-1;(PLoS_CB_2010)
#=ID;BCL9;(Pfam);BCL9_LIG_0-0;(PLoS_CB_2010)
#=ID;BCL9;(Pfam);BCL9_LIG_0-1;(PLoS_CB_2010)
#=ID;Ribosomal_L12_N;(Pfam);Ribosomal_L12_N_LIG_1-0;(PLoS_CB_2010)
#=ID;Ribosomal_L12_N;(Pfam);Ribosomal_L12_N_LIG_1-43;(PLoS_CB_2010)
#=ID;Ribosomal_L12_N;(Pfam);Ribosomal_L12_N_LIG_1-1;(PLoS_CB_2010)
#=ID;Ribosomal_L13e;(Pfam);Ribosomal_L13e_LIG_6-0;(PLoS_CB_2010)
#=ID;Ribosomal_L13e;(Pfam);Ribosomal_L13e_LIG_6-2;(PLoS_CB_2010)
#=ID;Agenet;(Pfam);Agenet_LIG_0-0;(PLoS_CB_2010)
#=ID;Ribosomal_L4;(Pfam);Ribosomal_L4_LIG_4-0;(PLoS_CB_2010)
#=ID;MA3;(Pfam);MA3_LIG_0-0;(PLoS_CB_2010)
#=ID;Ribosomal_L18A;(Pfam);Ribosomal_L18A_LIG_2-0;(PLoS_CB_2010)
#=ID;Ribosomal_L30_N;(Pfam);Ribosomal_L30_N_LIG_0-0;(PLoS_CB_2010)
#=ID;Ribosomal_L30_N;(Pfam);Ribosomal_L30_N_LIG_0-1;(PLoS_CB_2010)
#=ID;Ribosomal_L30_N;(Pfam);Ribosomal_L30_N_LIG_0-2;(PLoS_CB_2010)
#=ID;AAA;(Pfam);AAA_LIG_3-0;(PLoS_CB_2010)
#=ID;C1-set;(Pfam);C1-set_LIG_0-0;(PLoS_CB_2010)
#=ID;MAPKK1_Int;(Pfam);MAPKK1_Int_LIG_0-0;(PLoS_CB_2010)
#=ID;MitMem_reg;(Pfam);MitMem_reg_LIG_2-0;(PLoS_CB_2010)
#=ID;MIT;(Pfam);MIT_LIG_1-0;(PLoS_CB_2010)
#=ID;BET;(Pfam);BET_LIG_0-0;(PLoS_CB_2010)
#=ID;BET;(Pfam);BET_LIG_0-2;(PLoS_CB_2010)
#=ID;Chromo;(Pfam);Chromo_LIG_4-0;(PLoS_CB_2010)
#=ID;Tudor_2;(Pfam);Tudor_2_LIG_0-0;(PLoS_CB_2010)
#=ID;Cpn60_TCP1;(Pfam);Cpn60_TCP1_LIG_2-0;(PLoS_CB_2010)
#=ID;Proteasom_Rpn13;(Pfam);Proteasom_Rpn13_LIG_0-65;(PLoS_CB_2010)
#=ID;Proteasom_Rpn13;(Pfam);Proteasom_Rpn13_LIG_0-0;(PLoS_CB_2010)
#=ID;Proteasom_Rpn13;(Pfam);Proteasom_Rpn13_LIG_0-3;(PLoS_CB_2010)
#=ID;PABP;(Pfam);PABP_LIG_0-0;(PLoS_CB_2010)
#=ID;PABP;(Pfam);PABP_LIG_0-1;(PLoS_CB_2010)
#=ID;Rab5-bind;(Pfam);Rab5-bind_LIG_1-0;(PLoS_CB_2010)
#=ID;ICAP-1_inte_bdg;(Pfam);ICAP-1_inte_bdg_LIG_1-0;(PLoS_CB_2010)
#=ID;ICAP-1_inte_bdg;(Pfam);ICAP-1_inte_bdg_LIG_1-7;(PLoS_CB_2010)
#=ID;ICAP-1_inte_bdg;(Pfam);ICAP-1_inte_bdg_LIG_1-6;(PLoS_CB_2010)
#=ID;EnY2;(Pfam);EnY2_LIG_2-0;(PLoS_CB_2010)
#=ID;Cbl_N3;(Pfam);Cbl_N3_LIG_0-0;(PLoS_CB_2010)
#=ID;Cbl_N3;(Pfam);Cbl_N3_LIG_0-1;(PLoS_CB_2010)
#=ID;Cbl_N3;(Pfam);Cbl_N3_LIG_0-20;(PLoS_CB_2010)
#=ID;Cbl_N3;(Pfam);Cbl_N3_LIG_0-21;(PLoS_CB_2010)
#=ID;ASF1_hist_chap;(Pfam);ASF1_hist_chap_LIG_1-0;(PLoS_CB_2010)
#=ID;ASF1_hist_chap;(Pfam);ASF1_hist_chap_LIG_1-1;(PLoS_CB_2010)
#=ID;Cullin;(Pfam);Cullin_LIG_2-0;(PLoS_CB_2010)
#=ID;Hormone_recep;(Pfam);Hormone_recep_LIG_1-0;(PLoS_CB_2010)
#=ID;Hormone_recep;(Pfam);Hormone_recep_LIG_1-3;(PLoS_CB_2010)
#=ID;NADHdh;(Pfam);NADHdh_LIG_8-0;(PLoS_CB_2010)
#=ID;NADHdh;(Pfam);NADHdh_LIG_8-1;(PLoS_CB_2010)
#=ID;Ribosomal_S10;(Pfam);Ribosomal_S10_LIG_2-0;(PLoS_CB_2010)
#=ID;Ribosomal_S10;(Pfam);Ribosomal_S10_LIG_2-1;(PLoS_CB_2010)
#=ID;Ribosomal_S10;(Pfam);Ribosomal_S10_LIG_2-2;(PLoS_CB_2010)
#=ID;Ribosomal_S10;(Pfam);Ribosomal_S10_LIG_2-3;(PLoS_CB_2010)
#=ID;PWWP;(Pfam);PWWP_LIG_2-0;(PLoS_CB_2010)
#=ID;PWWP;(Pfam);PWWP_LIG_2-1;(PLoS_CB_2010)
#=ID;MotA_ExbB;(Pfam);MotA_ExbB_LIG_0-0;(PLoS_CB_2010)
#=ID;Cpn60_TCP1;(Pfam);Cpn60_TCP1_LIG_3-0;(PLoS_CB_2010)
#=ID;B56;(Pfam);B56_LIG_1-0;(PLoS_CB_2010)
#=ID;PAH;(Pfam);PAH_LIG_0-0;(PLoS_CB_2010)
#=ID;Ribosomal_S17;(Pfam);Ribosomal_S17_LIG_4-1;(PLoS_CB_2010)
#=ID;Ribosomal_S17;(Pfam);Ribosomal_S17_LIG_4-0;(PLoS_CB_2010)
#=ID;Ribosomal_S17;(Pfam);Ribosomal_S17_LIG_4-2;(PLoS_CB_2010)
#=ID;Mob1_phocein;(Pfam);Mob1_phocein_LIG_0-0;(PLoS_CB_2010)
#=ID;MAPKK1_Int;(Pfam);MAPKK1_Int_LIG_1-0;(PLoS_CB_2010)
#=ID;PDGF;(Pfam);PDGF_LIG_2-0;(PLoS_CB_2010)
#=ID;PDGF;(Pfam);PDGF_LIG_2-1;(PLoS_CB_2010)
#=ID;Alfin;(Pfam);Alfin_LIG_0-0;(PLoS_CB_2010)
#=ID;GYF;(Pfam);GYF_LIG_0-1;(PLoS_CB_2010)
#=ID;GYF;(Pfam);GYF_LIG_0-0;(PLoS_CB_2010)
#=ID;GYF;(Pfam);GYF_LIG_0-10;(PLoS_CB_2010)
#=ID;GYF;(Pfam);GYF_LIG_0-6;(PLoS_CB_2010)
#=ID;Glycos_transf_2;(Pfam);Glycos_transf_2_LIG_0-0;(PLoS_CB_2010)
#=ID;Ribosomal_S8;(Pfam);Ribosomal_S8_LIG_2-0;(PLoS_CB_2010)
#=ID;RIIa;(Pfam);RIIa_LIG_0-0;(PLoS_CB_2010)
#=ID;RNA_pol_L;(Pfam);RNA_pol_L_LIG_1-0;(PLoS_CB_2010)
#=ID;LAMTOR5;(Pfam);LAMTOR5_LIG_0-0;(PLoS_CB_2010)
#=ID;LAMTOR5;(Pfam);LAMTOR5_LIG_0-1;(PLoS_CB_2010)
#=ID;LAMTOR5;(Pfam);LAMTOR5_LIG_0-5;(PLoS_CB_2010)
#=ID;LAMTOR5;(Pfam);LAMTOR5_LIG_0-9;(PLoS_CB_2010)
#=ID;RNA_pol_L;(Pfam);RNA_pol_L_LIG_9-0;(PLoS_CB_2010)
#=ID;RNA_pol_L;(Pfam);RNA_pol_L_LIG_9-2;(PLoS_CB_2010)
#=ID;EABR;(Pfam);EABR_LIG_2-0;(PLoS_CB_2010)
#=ID;RPN1_RPN2_N;(Pfam);RPN1_RPN2_N_LIG_1-0;(PLoS_CB_2010)
#=ID;RPN1_RPN2_N;(Pfam);RPN1_RPN2_N_LIG_1-1;(PLoS_CB_2010)
#=ID;RPN1_RPN2_N;(Pfam);RPN1_RPN2_N_LIG_1-6;(PLoS_CB_2010)
#=ID;Ribosomal_S17e;(Pfam);Ribosomal_S17e_LIG_2-0;(PLoS_CB_2010)
#=ID;Alfin;(Pfam);Alfin_LIG_1-0;(PLoS_CB_2010)
#=ID;RTT107_BRCT_5;(Pfam);RTT107_BRCT_5_LIG_0-0;(PLoS_CB_2010)
#=ID;RNA_pol_Rpb2_7;(Pfam);RNA_pol_Rpb2_7_LIG_3-0;(PLoS_CB_2010)
#=ID;RNA_pol_Rpb2_7;(Pfam);RNA_pol_Rpb2_7_LIG_3-3;(PLoS_CB_2010)
#=ID;RNA_pol_Rpb2_7;(Pfam);RNA_pol_Rpb2_7_LIG_3-8;(PLoS_CB_2010)
#=ID;MATH;(Pfam);MATH_LIG_1-1;(PLoS_CB_2010)
#=ID;MATH;(Pfam);MATH_LIG_1-0;(PLoS_CB_2010)
#=ID;Sec1;(Pfam);Sec1_LIG_2-0;(PLoS_CB_2010)
#=ID;ATP-synt;(Pfam);ATP-synt_LIG_2-0;(PLoS_CB_2010)
#=ID;LSM;(Pfam);LSM_LIG_3-0;(PLoS_CB_2010)
#=ID;PDZ;(Pfam);PDZ_LIG_3-0;(PLoS_CB_2010)
#=ID;Bromodomain;(Pfam);Bromodomain_LIG_5-0;(PLoS_CB_2010)
#=ID;SET;(Pfam);SET_LIG_3-5;(PLoS_CB_2010)
#=ID;SET;(Pfam);SET_LIG_3-0;(PLoS_CB_2010)
#=ID;SET;(Pfam);SET_LIG_3-23;(PLoS_CB_2010)
#=ID;SET;(Pfam);SET_LIG_3-12;(PLoS_CB_2010)
#=ID;S4;(Pfam);S4_LIG_0-0;(PLoS_CB_2010)
#=ID;S4;(Pfam);S4_LIG_0-1;(PLoS_CB_2010)
#=ID;fn1;(Pfam);fn1_LIG_0-0;(PLoS_CB_2010)
#=ID;Gtr1_RagA;(Pfam);Gtr1_RagA_LIG_0-0;(PLoS_CB_2010)
#=ID;Gtr1_RagA;(Pfam);Gtr1_RagA_LIG_0-29;(PLoS_CB_2010)
#=ID;RNase_PH;(Pfam);RNase_PH_LIG_2-0;(PLoS_CB_2010)
#=ID;RNase_PH;(Pfam);RNase_PH_LIG_2-2;(PLoS_CB_2010)
#=ID;RRM_1;(Pfam);RRM_1_LIG_0-16;(PLoS_CB_2010)
#=ID;RRM_1;(Pfam);RRM_1_LIG_0-0;(PLoS_CB_2010)
#=ID;RRM_1;(Pfam);RRM_1_LIG_0-1;(PLoS_CB_2010)
#=ID;RRM_1;(Pfam);RRM_1_LIG_0-3;(PLoS_CB_2010)
#=ID;CH;(Pfam);CH_LIG_1-0;(PLoS_CB_2010)
#=ID;CH;(Pfam);CH_LIG_1-2;(PLoS_CB_2010)
#=ID;ICAP-1_inte_bdg;(Pfam);ICAP-1_inte_bdg_LIG_2-0;(PLoS_CB_2010)
#=ID;ICAP-1_inte_bdg;(Pfam);ICAP-1_inte_bdg_LIG_2-3;(PLoS_CB_2010)
#=ID;ICAP-1_inte_bdg;(Pfam);ICAP-1_inte_bdg_LIG_2-68;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_3-0;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_3-3;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_3-1;(PLoS_CB_2010)
#=ID;Insulin;(Pfam);Insulin_LIG_2-0;(PLoS_CB_2010)
#=ID;SH2;(Pfam);SH2_LIG_4-6;(PLoS_CB_2010)
#=ID;SH2;(Pfam);SH2_LIG_4-20;(PLoS_CB_2010)
#=ID;SH2;(Pfam);SH2_LIG_4-2;(PLoS_CB_2010)
#=ID;SH2;(Pfam);SH2_LIG_4-0;(PLoS_CB_2010)
#=ID;SH2;(Pfam);SH2_LIG_4-11;(PLoS_CB_2010)
#=ID;SH2;(Pfam);SH2_LIG_4-7;(PLoS_CB_2010)
#=ID;SH2;(Pfam);SH2_LIG_4-9;(PLoS_CB_2010)
#=ID;SH2;(Pfam);SH2_LIG_4-15;(PLoS_CB_2010)
#=ID;SH2;(Pfam);SH2_LIG_4-16;(PLoS_CB_2010)
#=ID;SH2;(Pfam);SH2_LIG_4-25;(PLoS_CB_2010)
#=ID;SH2;(Pfam);SH2_LIG_4-13;(PLoS_CB_2010)
#=ID;SH2;(Pfam);SH2_LIG_4-1;(PLoS_CB_2010)
#=ID;SH2;(Pfam);SH2_LIG_4-8;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_4-3;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_4-0;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_4-18;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_4-2;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_4-45;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_4-52;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_4-20;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_4-1;(PLoS_CB_2010)
#=ID;SH3_1;(Pfam);SH3_1_LIG_4-39;(PLoS_CB_2010)
#=ID;Peptidase_C14;(Pfam);Peptidase_C14_LIG_2-0;(PLoS_CB_2010)
#=ID;SH3_2;(Pfam);SH3_2_LIG_2-0;(PLoS_CB_2010)
#=ID;Ephrin_lbd;(Pfam);Ephrin_lbd_LIG_3-0;(PLoS_CB_2010)
#=ID;SH3_2;(Pfam);SH3_2_LIG_0-0;(PLoS_CB_2010)
#=ID;C1-set;(Pfam);C1-set_LIG_1-0;(PLoS_CB_2010)
#=ID;Ribosomal_L30;(Pfam);Ribosomal_L30_LIG_0-0;(PLoS_CB_2010)
#=ID;FERM_M;(Pfam);FERM_M_LIG_1-0;(PLoS_CB_2010)
#=ID;SH3_9;(Pfam);SH3_9_LIG_0-0;(PLoS_CB_2010)
#=ID;SH3_9;(Pfam);SH3_9_LIG_0-8;(PLoS_CB_2010)
#=ID;SH3_9;(Pfam);SH3_9_LIG_0-5;(PLoS_CB_2010)
#=ID;SH3_9;(Pfam);SH3_9_LIG_0-3;(PLoS_CB_2010)
#=ID;Med18;(Pfam);Med18_LIG_2-0;(PLoS_CB_2010)
#=ID;SIR2;(Pfam);SIR2_LIG_1-9;(PLoS_CB_2010)
#=ID;SIR2;(Pfam);SIR2_LIG_1-0;(PLoS_CB_2010)
#=ID;SIR2;(Pfam);SIR2_LIG_1-3;(PLoS_CB_2010)
#=ID;SIR2;(Pfam);SIR2_LIG_1-1;(PLoS_CB_2010)
#=ID;SIR2;(Pfam);SIR2_LIG_1-4;(PLoS_CB_2010)
#=ID;SIR2;(Pfam);SIR2_LIG_1-11;(PLoS_CB_2010)
#=ID;SHS2_Rpb7-N;(Pfam);SHS2_Rpb7-N_LIG_4-0;(PLoS_CB_2010)
#=ID;SHS2_Rpb7-N;(Pfam);SHS2_Rpb7-N_LIG_4-12;(PLoS_CB_2010)
#=ID;SHS2_Rpb7-N;(Pfam);SHS2_Rpb7-N_LIG_4-9;(PLoS_CB_2010)
#=ID;Sina;(Pfam);Sina_LIG_0-1;(PLoS_CB_2010)
#=ID;Sina;(Pfam);Sina_LIG_0-0;(PLoS_CB_2010)
#=ID;Sina;(Pfam);Sina_LIG_0-2;(PLoS_CB_2010)
#=ID;Spc24;(Pfam);Spc24_LIG_4-0;(PLoS_CB_2010)
#=ID;Spc24;(Pfam);Spc24_LIG_4-1;(PLoS_CB_2010)
#=ID;Ribosomal_S19;(Pfam);Ribosomal_S19_LIG_0-0;(PLoS_CB_2010)
#=ID;MIT;(Pfam);MIT_LIG_0-0;(PLoS_CB_2010)
#=ID;Ribosomal_L15e;(Pfam);Ribosomal_L15e_LIG_0-0;(PLoS_CB_2010)
#=ID;SUFU;(Pfam);SUFU_LIG_0-0;(PLoS_CB_2010)
#=ID;SH2;(Pfam);SH2_LIG_2-0;(PLoS_CB_2010)
#=ID;Cupin_4;(Pfam);Cupin_4_LIG_0-5;(PLoS_CB_2010)
#=ID;Cupin_4;(Pfam);Cupin_4_LIG_0-0;(PLoS_CB_2010)
#=ID;Cupin_4;(Pfam);Cupin_4_LIG_0-29;(PLoS_CB_2010)
#=ID;Cupin_4;(Pfam);Cupin_4_LIG_0-1;(PLoS_CB_2010)
#=ID;Cupin_4;(Pfam);Cupin_4_LIG_0-9;(PLoS_CB_2010)
#=ID;NEMO;(Pfam);NEMO_LIG_0-0;(PLoS_CB_2010)
#=ID;BRCT;(Pfam);BRCT_LIG_2-0;(PLoS_CB_2010)
#=ID;BRCT;(Pfam);BRCT_LIG_2-2;(PLoS_CB_2010)
#=ID;BRCT;(Pfam);BRCT_LIG_2-7;(PLoS_CB_2010)
#=ID;EF-hand_4;(Pfam);EF-hand_4_LIG_0-0;(PLoS_CB_2010)
#=ID;EF-hand_4;(Pfam);EF-hand_4_LIG_0-4;(PLoS_CB_2010)
#=ID;SUFU_C;(Pfam);SUFU_C_LIG_1-0;(PLoS_CB_2010)
#=ID;SPRY;(Pfam);SPRY_LIG_0-0;(PLoS_CB_2010)
#=ID;NifU_N;(Pfam);NifU_N_LIG_3-0;(PLoS_CB_2010)
#=ID;NifU_N;(Pfam);NifU_N_LIG_3-9;(PLoS_CB_2010)
#=ID;SYF2;(Pfam);SYF2_LIG_1-0;(PLoS_CB_2010)
#=ID;SYF2;(Pfam);SYF2_LIG_1-1;(PLoS_CB_2010)
#=ID;SYF2;(Pfam);SYF2_LIG_1-2;(PLoS_CB_2010)
#=ID;SWIB;(Pfam);SWIB_LIG_1-0;(PLoS_CB_2010)
#=ID;SWIB;(Pfam);SWIB_LIG_1-1;(PLoS_CB_2010)
#=ID;RNA_pol_Rpb2_7;(Pfam);RNA_pol_Rpb2_7_LIG_1-0;(PLoS_CB_2010)
#=ID;Spin-Ssty;(Pfam);Spin-Ssty_LIG_0-0;(PLoS_CB_2010)
#=ID;Ribosomal_S5_C;(Pfam);Ribosomal_S5_C_LIG_2-0;(PLoS_CB_2010)
#=ID;HSP70;(Pfam);HSP70_LIG_2-9;(PLoS_CB_2010)
